NAME,PER,MASS,SEP,DIST,MSTAR,RSTAR,TEFF,FE
Kepler-681 b,26.39435646,0.0283318,0.161056,666,0.8,0.76,5021,-0.04
Kepler-564 b,3.75083228,0.0707577,0.0464443,830,0.95,0.92,5626,-0.01
HAT-P-7 b,2.204737,1.7916,0.037964,320,1.5,1.981,6389,0.26
Kepler-316 c,6.827766,0.00493175,0.0704356,,,0.52,4204,
PSR B1257+12 C,98.2114,0.0122719,0.416595,,,,,
HD 49674 b,4.94737,0.101571,0.0571073,44.2282,1.015,0.889525,5662.28,0.309592
HD 82943 b,442.4,1.68512,1.1851,27.4725,1.133,1.09738,5997.1,0.265406
Kepler-342 c,26.234138,0.014454,0.17279,,,1.472,6175,
Kepler-783 b,4.29264638,0.00123338,0.0504566,544,0.93,0.89,5521,0.01
Kepler-1378 b,11.95398936,0.0164814,0.0908478,562,0.7,0.67,4407,0.03
Kepler-828 b,0.56785714,0.0121297,0.0125101,625,0.81,0.77,5039,-0.02
WASP-38 b,6.87188,2.70901,0.0758454,110,1.23,1.35,6180,-0.02
WASP-69 b,3.8681382,0.259543,0.0452527,50,0.826,0.813,4700,0.15
Kepler-139 c,157.072878,0.0344212,0.569736,,,1.3,5594,
Kepler-1199 b,15.0447198,0.00485109,0.116835,540,0.94,1.17,5889,-0.27
Kepler-817 b,3.99010623,0.500877,0.0497212,1401,1.03,1.03,5861,0.02
HD 77338 b,5.7361,0.0498139,0.0612143,40.7498,0.93,0.88,5370,0.35
Kepler-29 c,13.2907,0.0251535,0.109809,,1,0.96,5750,0
Kepler-605 c,2.35895152,0.00172655,0.0336073,570,0.91,0.88,5462,0.02
Kepler-444 c,4.5458841,0.000273258,0.0489676,35.7,0.758,0.752,5046,-0.55
HD 220773 b,3724.7,1.44975,4.94302,50.8906,1.16,1.35144,5940,0.09
Kepler-655 b,46.4063358,0.0223911,0.264783,783,1.15,1.24,6170,0
Kepler-559 b,17.58752333,0.0400412,0.130567,793,0.96,0.95,5630,0.03
WASP-6 b,3.361006,0.52136,0.0428704,,0.93,0.87,5450,-0.2
HD 7924 d,24.451,0.0203801,0.155066,16.8095,0.832,0.7821,5177,-0.15
Kepler-1337 b,24.4002549,0.0186391,0.146185,588,0.7,0.67,4523,-0.09
Kepler-1552 b,184.771853,0.0192688,0.601409,618,0.85,0.78,5202,-0.07
Kepler-206 c,13.137471,0.0130508,0.108963,,,1.185,5764,
Kepler-169 c,6.195469,0.0057099,0.066017,,,0.763,4997,
HD 159868 c,352.3,0.73,1.02595,58.6854,1.16,1.84825,5558,-0.08
HD 137388 b,330,0.227816,0.88883,38.4468,0.86,0.97784,5240,0.18
HD 95086 b,,4.5,,90.4159,,,,
Kepler-196 b,20.739886,0.0139923,0.147733,,,0.782,5128,
Kepler-352 b,10.05537,0.00170474,0.0911742,,,0.781,5212,
Kepler-329 b,7.416397,0.00937625,0.0744278,,,0.523,4257,
Kepler-179 b,2.735926,0.0121773,0.0382833,,,0.759,5302,
Kepler-1080 b,77.2548396,0.0323205,0.366455,688,1.1,1.16,5956,0.09
Kepler-176 b,5.433074,0.0100631,0.0604835,,,0.891,5232,
WASP-104 b,1.7554137,1.272,0.0291939,143,1.076,0.963,5475,0.32
WASP-83 b,4.971252,0.3,0.0590285,300,1.11,1.05,5480,0.29
Kepler-1095 b,4.27103091,0.00571923,0.0504666,758,0.94,0.92,5658,-0.09
Kepler-1170 b,9.98969327,0.0186391,0.0842697,911,0.8,0.76,5069,-0.09
Kepler-310 c,56.47542,0.0344212,0.28808,,,0.876,5797,
Kepler-339 b,4.977656,0.00983076,0.0570545,,,0.802,5631,
Kepler-124 d,30.950851,0.00422638,0.192925,,,0.636,4984,
Kepler-52 c,16.3850021,0.0135364,0.10281,,0.54,0.52,4075,
Kepler-1132 b,62.8916228,0.0180364,0.295466,940,0.87,0.83,5298,-0.01
Kepler-1265 b,6.49441289,0.00819664,0.0607742,581,0.71,0.69,4630,-0.1
Kepler-1494 b,91.080482,0.0281267,0.390823,1059,0.96,0.94,5659,0.01
WASP-99 b,5.75251,2.78,0.0716458,,1.48,1.76,6150,0.21
HD 100777 b,383.70001,1.16502,1.03378,49.6032,1,1.07881,5582,0.27
Kepler-818 b,10.03538581,0.0867729,0.0891946,967,0.94,0.92,5638,-0.08
HAT-P-5 b,2.788491,1.05561,0.0407152,341.297,1.157,1.165,5960,0.24
Kepler-1381 b,25.3842686,0.0170154,0.166753,1306,0.96,0.94,5747,-0.1
Kepler-125 b,4.164389,0.0182069,0.0506571,,,0.512,3810,
Kepler-193 b,11.38848,0.0184218,0.0990643,,,1.147,6335,
Kepler-1078 b,3.00725242,0.014034,0.0399419,1215,0.94,0.92,5612,-0.01
Kepler-585 b,2.75235975,0.0240196,0.037917,604,0.96,0.93,5593,0.03
HD 222582 b,572.38,7.63003,1.33658,41.7711,0.965,1.13737,5726.63,-0.0285345
Kepler-119 c,4.125103,0.00216566,0.050338,,,0.839,5595,
Kepler-558 b,29.00790538,0.0181548,0.175021,652,0.85,0.81,5242,-0.06
Kepler-670 b,2.81650485,1,0.0389008,980,0.99,0.99,5709,0.07
Kepler-770 c,1.47532231,0.00553813,0.0248451,761,0.94,0.92,5598,-0.01
Kepler-1188 b,17.1369543,0.0154788,0.131797,1202,1.04,1.06,5913,0
Kepler-434 b,12.8747099,2.86,0.114265,1240,1.198,1.38,5970,0.35
Kepler-1398 c,4.13827595,0.00325512,0.0525427,793,1.13,1.18,6126,0.01
Kepler-16 b,228.776,0.333,0.646795,61.3181,0.6897,0.6489,4450,-0.3
Kepler-32 d,22.7802,0.0221838,0.128069,303,0.54,0.53,3793,-0.01
Kepler-58 c,15.5741568,0.0245229,0.119982,,0.95,1.03,5843,
Kepler-758 b,12.1097104,0.019398,0.108438,1353,1.16,1.42,6228,-0.1
Kepler-1122 b,42.1917357,0.0151003,0.230686,924,0.92,0.89,5544,-0.03
Kepler-1534 b,5.71668872,0.0139495,0.0604111,1107,0.9,0.86,5442,-0.01
WASP-33 b,1.21986983,0,0.0255483,115.607,1.495,1.444,7430,0.1
HD 128311 b,454.2,1.4572,1.08649,16.5016,0.828,0.58322,4965.42,0.204777
HD 181433 d,2172,0.535482,3.02208,26.7594,0.78,1.00831,4962,0.33
TrES-1 b,3.030065,0.752484,0.0392516,152.207,0.878,0.807,5230,0.02
HD 4208 b,828,0.807457,1.65355,32.3729,0.879,0.876501,5600.17,-0.284151
Kepler-773 b,3.74910006,0.0101747,0.0478522,528,1.04,1.01,5850,0.05
Kepler-62 e,122.3874,0,0.426299,368,0.69,0.64,4925,-0.37
Kepler-120 b,6.312501,0.0160511,0.0668458,,,0.534,4096,
HD 5388 b,777,1.96509,1.76349,53.7057,1.21,1.29538,6297,-0.27
Kepler-1393 b,2.44357812,0.00129651,0.0349032,462,0.95,0.92,5697,-0.09
Kepler-1001 b,14.30511983,0.029598,0.111348,1009,0.9,0.88,5491,-0.03
CoRoT-10 b,13.2406,2.75536,0.105463,344.947,0.89,0.79,5075,0.26
Kepler-1309 b,28.8432647,0.0181548,0.174358,845,0.85,0.8,5235,-0.03
11 UMi b,516.22,11.0873,1.53498,122.1,1.8,44.65,4340,0.04
Kepler-286 d,5.914323,0.00789025,0.0640044,,,0.863,5580,
Kepler-338 c,24.310856,0.0178911,0.164238,,,1.735,5923,
WASP-62 b,4.411953,0.56227,0.0567187,160,1.25,1.28,6230,0.04
Kepler-496 b,8.30864937,0.0176872,0.0763472,655,0.86,0.82,5293,-0.03
Kepler-1641 c,32.657212,0.0259788,0.20765,961,1.12,1.19,6152,-0.02
Kepler-1616 b,6.76284377,0.00313024,0.0745798,862,1.21,1.34,6266,0.02
Kepler-300 c,40.714955,0.0169862,0.23162,,,0.9,5986,
Kepler-1582 b,4.83817712,0.0115494,0.0366252,112,0.28,0.3,3208,0.48
HD 4732 c,2732,2.36493,4.60219,57.9039,1.74,5.55146,4959,0.01
Kepler-258 c,33.653079,0.0400599,0.203997,,,0.915,4942,
Kepler-555 b,16.21775407,0.0240196,0.126633,772,1.03,1.04,5894,0
Kepler-1270 b,6.03356196,0.0330424,0.0704248,1204,1.28,3.38,5047,-0.02
Kepler-632 b,30.99660733,0.0165864,0.187138,349,0.91,0.84,5322,0.11
kappa CrB b,1300,1.9747,2.71619,30.4971,1.58,5.06,4876,0.13
Kepler-25 b,6.2385,0.0223552,0.0702822,,1.19,1.31,6270,-0.04
HD 99492 b,17.0431,0.106179,0.121908,17.9565,0.832,0.630794,4954.92,0.362285
Kepler-167 c,7.406097,0.00871939,0.0681548,330,0.77,0.726,4890,-0.03
Kepler-291 b,3.546511,0.0161415,0.0455136,,,1.016,6002,
HD 204941 b,1733,0.26689,2.55427,26.9542,0.74,0.850124,5056,-0.19
Kepler-664 b,2.52559332,0.021628,0.0364157,1386,1.01,1.02,5754,0.07
Kepler-1051 b,25.96200249,0.0347934,0.19332,1021,1.43,1.73,6675,0.04
Kepler-603 d,6.2171292,0.00774372,0.0663906,967,1.01,1.01,5808,0.03
Kepler-218 d,124.5244647,0.021628,0,0,0,1.06,5502,0.194
Kepler-332 d,34.21154,0.00523423,0.206247,,,0.72,4955,
HD 196050 b,1378,2.8434,2.51056,49.975,1.109,1.31321,5892.35,0.229114
WASP-11 b,3.722465,0.539755,0.0436466,121.7,0.8,0.74,4800,0
HD 111232 b,1143,6.84182,1.97489,29.3427,0.78,0.874998,5494,-0.36
HD 117618 b,25.827,0.176652,0.174852,37.9651,1.069,1.16537,5963.63,0.00274042
Kepler-192 c,21.2234,0.0235009,0.15002,,,1.007,5479,
HD 180902 b,479,1.56395,1.38103,109.529,1.53,3.85021,5040,0.01
Kepler-671 b,4.28095859,0.0220818,0.0510769,1139,0.97,0.95,5624,0.08
Kepler-1263 b,4.55139967,0.00468851,0.0507142,695,0.84,0.8,5213,-0.03
HIP 12961 b,57.435,0.354314,0.25497,23.015,0.67,,,-0.07
Kepler-1357 b,3.0091324,0.00688654,0.0398164,1026,0.93,0.9,5597,-0.06
HD 63454 b,2.818049,0.384566,0.0362523,34.5423,0.8,1.15809,4841,0.11
Kepler-460 c,220.1303357,0.101476,0.729773,0,1.07,1.24,6340,-0.38
BD +48 738 b,392.6,1.2654,1.11234,,1.19,11.7902,4658,-0.09
Kepler-560 b,18.47764449,0.0126737,0.0954693,88,0.34,0.33,3556,-0.39
Kepler-62 c,12.4417,0,0.0928559,368,0.69,0.64,4925,-0.37
Kepler-371 c,67.968015,0.0131206,0.325944,,,0.992,5666,
Kepler-909 b,13.93290318,0.0109866,0.119407,318,1.17,1.23,6154,0.08
Kepler-732 b,9.46781405,0.0162741,0.0690513,150,0.49,0.46,3631,-0.01
Kepler-724 b,3.31494634,0.0325593,0.0420086,862,0.9,0.86,5437,-0.02
NGC 2423 3 b,714.3,6.63106,1.6555,766.002,1.18,21.2079,4545,-0.08
Kepler-227 b,9.488015,0.0288426,0.0877115,,,1.091,5854,
Kepler-33 c,13.17562,0.0305282,0.118876,,1.291,1.82,5904,
Kepler-1280 b,66.5579057,0.0137822,0.34156,1006,1.2,1.32,6227,0.04
Kepler-1383 b,13.9093583,0.00965491,0.122255,961,1.26,1.44,6370,0.03
Kepler-938 b,52.6298417,0.0166923,0.267315,861,0.92,0.89,5533,-0.03
Kepler-275 b,10.300682,0.0178911,0.0926511,,,1.383,6165,
TRAPPIST-1 d,18.202,0.00492611,0.0583511,12.1095,0.08,0.117,2550,0.04
HD 13908 b,19.382,0.865,0.153755,71.2,1.29,1.67,6255,0.01
HD 50499 b,2457.8717,1.74473,3.87172,46.1255,1.28,1.18426,6069.67,0.335195
CoRoT-14 b,1.51214,7.69464,0.0269122,1340,1.13,1.21,6035,0.05
Kepler-1542 e,5.10115756,0.00111394,0.0568105,336,0.94,0.99,5564,0.06
Kepler-820 b,127.8338098,0.124338,0.532115,989,1.23,1.36,6260,0.09
Kepler-521 b,22.20813214,0.0302544,0.170471,737,1.34,1.46,6406,0.25
Kepler-1136 b,2.36172433,0.0121546,0.0311079,545,0.72,0.68,4512,0.03
Kepler-176 d,25.751974,0.019783,0.170666,,,0.891,5232,
Kepler-319 d,31.781925,0.0173806,0.196363,,,0.903,5526,
Kepler-832 b,7.1396941,0.015288,0.0705758,1346,0.92,0.9,5596,-0.08
Kepler-80 d,3.072186,0.0128437,0.0413591,,,0.637,4613,
Kepler-155 b,5.931194,0.0155228,0.0641261,,,0.62,4508,
Kepler-342 d,39.459357,0.0195472,0.226833,,,1.472,6175,
Kepler-1015 b,16.00494214,0.0385876,0.141962,932,1.49,1.81,6769,0.06
CoRoT-4 b,9.20205,0.717419,0.0903166,,1.16,1.17,6190,
Kepler-610 c,151.86392,0.0325593,0.575052,1113,1.1,1.13,5943,0.12
HAT-P-19 b,4.008778,0.292273,0.0466409,215,0.842,0.82,4990,0.23
Kepler-736 b,3.60147201,0.0256089,0.043728,1007,0.86,0.81,5217,0.03
Kepler-784 b,31.5922646,0.0117956,0.195581,604,1,1.32,5674,0.07
Kepler-825 c,8.1818246,0.0135358,0.0802514,820,1.03,1.08,5976,-0.08
HD 154857 c,3452,2.57917,5.35635,64.2261,1.718,1.86203,5605,-0.22
Kepler-1037 b,1.06378867,0.00688654,0.0190889,451,0.82,0.78,5105,-0.03
Kepler-1425 b,14.4541302,0.00235177,0.114954,499,0.97,0.95,5718,-0.03
Kepler-454 c,523.9,4.47335,1.28539,,1.028,1.066,5701,0.27
Kepler-24 c,12.3318,0.0236121,0.105496,,1.03,1.07,5800,-0.24
Kepler-47 c,303.158,0.0729242,0.895669,,1.043,0.964,5636,-0.25
GJ 163 b,8.631,0.033876,0.0606753,14.9948,0.4,,,
Kepler-133 c,31.517586,0.0242535,0.195273,,,1.425,5736,
Kepler-919 b,11.04603384,0.0170154,0.101697,1219,1.15,1.21,6113,0.07
HIP 116454 b,9.1205,0.03719,0.0784741,55.2,0.775,0.716,5089,-0.16
Kepler-924 b,61.0370117,0.0281267,0.316935,995,1.14,1.23,6167,0.01
Kepler-988 b,17.76080053,0.015383,0.109153,248,0.55,0.53,4005,-0.32
Kepler-33 f,41.02902,0.0654095,0.253499,,1.291,1.82,5904,
Kepler-116 b,5.968734,0.0353405,0.0643964,,,1.454,6142,
Kepler-869 b,40.4287755,0.0400412,0.228204,957,0.97,0.95,5664,0.02
Kepler-848 b,6.91134416,0.0125983,0.0712451,797,1.01,1.2,5695,0.15
Kepler-107 c,4.901425,0.0133325,0.0564705,,,1.411,5851,
Kepler-84 e,27.434389,0.0208911,0.178021,,,1.169,6031,
Kepler-109 b,6.48163,0.0182069,0.0689299,,1.04,1.32,5952,-0.08
Kepler-764 b,7.33683936,0.0121546,0.071869,1013,0.92,0.89,5557,-0.06
Kepler-734 b,6.10485286,0.0388741,0.0619246,553,0.85,0.78,5326,-0.17
Kepler-315 b,96.101141,0.0445124,0.410606,,,1.037,5796,
Kepler-837 b,16.56059504,0.0203354,0.120447,846,0.85,0.81,5403,-0.18
Kepler-639 b,10.21420496,0.0182743,0.0962449,680,1.14,1.29,5896,0.23
KIC 11442793 f,124.9144,0.0254263,0.519687,780,1.2,1.2,6080,-0.12
Kepler-1208 b,11.08507637,0.0176872,0.0903224,877,0.8,0.76,5001,-0.03
Kepler-1238 b,4.14787559,0.014205,0.0551406,1533,1.3,1.48,6386,0.05
Kepler-586 b,2.10472218,0.0235163,0.0314856,707,0.94,0.92,5575,0
Kepler-757 b,1.02267882,0.00842926,0.0203817,1016,1.08,1.13,6014,0.02
HD 2039 b,1120,5.92499,2.19755,102.564,1.123,1.1465,5940.77,0.31541
Kepler-170 b,7.930592,0.0305853,0.0778294,,,1.035,5679,
Kepler-36 c,16.23855,0.025489,0.128401,,1.071,1.626,5911,
Kepler-247 d,20.477912,0.0497576,0.146486,,,0.768,5100,
Kepler-136 b,11.5789,0.0151834,0.100165,,,1.355,6165,
XO-2 b,2.615857,0.566541,0.0368369,148.148,0.974,0.971,5340,0.45
Kepler-859 b,20.38177573,0.0285386,0.136122,915,0.81,0.77,5020,-0.02
Kepler-305 d,16.738661,0.0223552,0.128062,,,0.794,5100,
Kepler-120 c,12.794585,0.0125754,0.107059,,,0.534,4096,
Kepler-393 b,9.182417,0.00711292,0.0858179,,,1.382,6189,
Kepler-96 b,16.23844,0.0261659,0.125499,,1,1.02,5690,0.04
Kepler-11 d,22.6845,0.0229683,0.154764,,0.961,1.065,5663,0.0182
Kepler-1497 b,8.74199772,0.0123008,0.0819289,1122,0.96,0.95,5675,0.01
Kepler-1257 b,2.66831376,0.0124263,0.0363506,1081,0.9,0.87,5502,-0.09
HD 187085 b,986,0.803694,2.02754,44.0335,1.143,1.31178,6075.15,0.0882322
HD 118203 b,6.1335,2.13623,0.0702997,88.574,1.23,2.14975,5600,0.1
Kepler-833 b,18.7546998,0.0149156,0.119053,421,0.64,0.62,4339,-0.18
Kepler-106 b,6.16486,0.00144019,0.0657994,,1,1.04,5858,-0.12
Kepler-198 d,1.31184443,0.0124263,0.0228923,0,0.93,0.94,5574,-0.14
Kepler-464 b,7.25696522,0.0325593,0.0781697,653,1.21,1.59,5933,0.19
WASP-63 b,4.37808,0.378096,0.0574592,330,1.32,1.88,5550,0.08
Kepler-30 b,29.334,0.035557,0.185524,,0.99,0.95,5498,0.18
Kepler-836 b,11.36112327,0.0227057,0.0998849,1003,1.03,1.04,5895,-0.01
Kepler-214 c,28.7798,0.0158724,0.183794,,,1.352,6169,
Kepler-946 b,11.79162572,0.014205,0.0993188,918,0.94,0.93,5665,-0.09
HD 175167 b,1290,7.77836,2.40085,67.2948,1.102,,,0.19
Kepler-273 b,2.936532,0.0117855,0.0401325,,,0.815,5626,
Kepler-461 b,8.31378306,0.0206139,0.0797776,468,0.98,0.91,5634,0.04
Kepler-1603 b,2.27163926,0.00709482,0.036038,1751,1.21,1.31,6241,0.07
Kepler-323 c,3.553822,0.0121124,0.0455761,,,1.178,5987,
Kepler-84 d,4.224537,0.00893492,0.0511438,,,1.169,6031,
Kepler-267 c,6.87745,0.0158724,0.0707769,,,0.555,4258,
HAT-P-16 b,2.77596,4.2025,0.0413275,235,1.218,1.237,6158,0.17
TrES-4 b,3.553945,0.925,0.0509243,485.437,1.394,1.816,6200,0.14
Kepler-231 c,19.271566,0.0142208,0.140675,,,0.49,3767,
NGC 4349 127 b,677.8,9.88561,1.68103,2200,1.37,42.3715,4445,-0.25
Kepler-184 b,10.687576,0.0181008,0.0949568,,,0.873,5788,
GJ 676 A b,1056.8,4.89701,1.81539,16.4501,0.71,,,0.18
Kepler-60 b,7.1316185,0.0172607,0.0750769,,1.11,1.5,5915,
Kepler-1124 b,2.85234897,0.00688654,0.0277394,177,0.35,0.34,3658,-0.59
Kepler-1235 b,4.16055856,0.00123338,0.0494161,533,0.93,0.9,5541,0.01
Kepler-151 b,15.228958,0.0279223,0.120241,,,0.83,5460,
Kepler-242 c,14.496481,0.0147725,0.116354,,,0.85,5020,
Kepler-230 b,32.625555,0.0596201,0.199823,,,0.817,5588,
HD 47186 c,1353.6,0.348285,2.38704,39.5883,0.99,1.13117,5675,0.23
Kepler-463 b,8.98101683,0.0277215,0.0807229,336,0.87,0.9,5661,-0.28
Kepler-1553 b,4.24261881,0.00485109,0.048585,719,0.85,0.81,5288,-0.09
Kepler-1003 b,3.55485691,0.0131362,0.0471986,873,1.11,1.17,6109,0.01
Kepler-840 b,2.49577962,1,0.0364828,778,1.04,1.06,5920,0
Kepler-351 c,57.24809,0.0303861,0.290701,,,0.854,5643,
Kepler-534 b,15.95994513,0.0169068,0.126093,473,1.05,0.98,5884,0.01
Kepler-350 b,11.189562,0.0136211,0.0979073,,,1.534,6186,
Kepler-382 b,5.262155,0.00769114,0.0592083,,,0.945,5600,
Kepler-900 b,6.9913086,0.0154788,0.0658684,505,0.78,0.73,4836,-0.01
HIP 14810 d,950.69651,0.5806,1.88623,53.4474,0.99,1.31998,5485,0.23
Kepler-209 b,16.087845,0.0170837,0.124721,,,0.935,5513,
Kepler-123 c,26.695074,0.0112762,0.174808,,,1.264,6089,
HD 142245 b,1299,1.89038,2.77628,109.5,1.69,4.51552,4878,0.23
Kepler-1251 b,45.0904643,0.0135358,0.241134,863,0.92,0.89,5545,-0.04
Kepler-59 c,17.9801235,0.0149563,0.136086,,1.04,0.94,6074,
Kepler-493 b,3.00387658,1,0.0451413,1942,1.36,1.54,6457,0.11
KIC 11442793 b,7.008151,0.00752338,0.0761616,780,1.2,1.2,6080,-0.12
Kepler-1054 b,4.30655689,0.0213319,0.0553537,1050,1.22,1.34,6209,0.09
Kepler-258 b,13.19722,0.0537981,0.109294,,,0.915,4942,
Kepler-1607 b,13.6473676,0.00215846,0.116755,735,1.14,1.21,6116,0.05
Kepler-309 c,105.356383,0.019783,0.436563,,,0.721,4713,
Kepler-1447 b,56.6747285,0.0252452,0.28584,871,0.97,0.95,5722,-0.03
Kepler-302 c,127.282184,1,0.495205,,,1.22,5740,
Kepler-1489 b,82.294751,0.0130579,0.361423,870,0.93,0.9,5655,-0.13
HD 30177 b,2770,9.68782,3.80821,52.8262,0.951,1.21235,5607.39,0.394219
Kepler-466 b,51.07926307,0.0243624,0.272969,436,1.04,1.05,5927,-0.01
Kepler-678 b,7.27503724,0.087953,0.071979,875,0.94,0.91,5520,0.07
Kepler-446 d,5.148921,0.00890695,0.0352283,120,0.22,0.24,3359,-0.3
Kepler-4 b,3.21346,0.0772279,0.0455763,549.451,1.223,1.487,5857,0.17
Kepler-1370 b,20.2641684,0.0135358,0.154149,878,1.19,1.29,6202,0.05
Kepler-882 b,3.98953967,0.00609283,0.0475302,525,0.9,0.87,5476,-0.03
bet Cnc b,605.2,7.8,1.67364,92.99,1.7,47.2,4092.1,-0.29
HD 190647 b,1038.1,1.90296,2.07238,57.2738,1.1,1.42287,5628,0.24
Kepler-530 b,39.30941904,0.0271261,0.223973,464,0.97,0.89,5697,-0.08
Kepler-1522 b,1.84788917,0.0127496,0.0290724,690,0.96,0.93,5706,-0.07
Kepler-759 b,41.805985,0.0172355,0.238842,892,1.04,1.04,5860,0.06
Kepler-1351 b,0.91614077,0.000639382,0.0163913,241,0.7,0.67,4439,-0.03
Kepler-529 c,12.8345022,0.0147338,0.109729,787,1.07,1.14,6087,-0.1
Kepler-977 b,26.85328322,0.0211858,0.167537,664,0.87,0.83,5315,-0.01
HD 97658 b,9.4909,0.024739,0.0796373,21.1149,0.748,0.703,5119,-0.3
Kepler-261 b,10.381227,0.0163243,0.0931334,,,0.794,5098,
Kepler-658 b,1.28707676,0.0120821,0.0198513,341,0.63,0.6,4103,-0.04
Kepler-57 b,5.7293196,0.0163986,0.0588891,,0.83,0.73,5145,
Kepler-175 b,11.903515,0.020389,0.102029,,,1.01,6064,
Kepler-509 b,41.74600392,0.0195285,0.243116,339,1.1,1.2,6060,0.01
Kepler-577 b,25.69578251,0.0201979,0.156872,549,0.78,0.73,4984,-0.14
Kepler-323 b,1.678327,0.0100631,0.0276391,,,1.178,5987,
Kepler-1153 b,1.75583533,0.0127496,0.0276021,1185,0.91,0.88,5470,0.03
Kepler-433 b,5.33408384,2.82,0.0678214,1870,1.46,2.26,6340,0.06
Kepler-1319 b,2.88676265,0.00819664,0.0327047,114,0.56,0.54,3655,0.44
Kepler-377 c,27.014976,0.0152673,0.176201,,,1.224,5949,
HD 106270 b,2890,11.0869,4.37827,84.8969,1.33,2.66147,5601,0.06
Kepler-1287 b,11.47685909,0.0115145,0.0982303,1027,0.96,0.94,5715,-0.05
Kepler-426 b,3.21751883,1,0.0413383,880,0.91,0.92,5725,-0.21
Kepler-379 c,62.784697,0.0173806,0.309155,,,1.306,6054,
WASP-20 b,4.8996285,0.311,0.0599991,210,1.2,1.392,5950,-0.01
HD 30856 b,912,1.85721,2.04004,118.1,1.36,5.5698,4973,-0.14
Kepler-315 c,265.469335,0.056492,0.808381,,,1.037,5796,
Kepler-80 c,9.522,0.022,0.0788018,,0.72,0.65,4613,-0.562
Kepler-179 c,6.40013,0.0147725,0.067463,,,0.759,5302,
HD 24064 b,535.6,9.45161,1.29459,268.817,1,38,4052.5,-0.49
HD 48265 b,762,1.20645,1.59435,85.3971,0.93,,,0.17
Kepler-476 b,14.00640607,0.0283318,0.114843,687,1.03,1.09,5837,0.04
Kepler-154 e,3.93276465,0.0118373,0.0469031,0,0.89,1,5690,-0.391
HATS-4 b,2.156729,1.323,0.032693,420,1.001,0.925,5403,0.43
Kepler-1608 b,16.4735686,0.0127496,0.11512,832,0.75,0.72,4992,-0.24
Kepler-527 b,13.28535633,0.0241903,0.119195,901,1.28,1.45,6388,0.03
CoRoT-27 b,3.57532,10.3882,0.0466557,,1.05,1.08,5900,0.1
Kepler-1115 b,23.5540725,0.0125983,0.188086,935,1.6,1.73,8480,-0.51
Kepler-1141 b,2.34451194,0.00142986,0.0346536,365,1.01,1.07,5791,0.04
Kepler-360 c,7.186434,0.0156092,0.0728812,,,1.058,6053,
Kepler-154 d,20.54981883,0.0467496,0.141235,0,0.89,1,5690,-0.391
Kepler-262 b,13.060855,0.00850717,0.108539,,,0.881,5841,
Kepler-969 c,1.6829346,0.00277643,0.0269307,411,0.92,0.82,5214,0.22
Kepler-1106 b,1.25275217,0.0122275,0.0235482,1168,1.11,1.17,6104,0
Kepler-381 b,5.629021,0.0028129,0.0619291,,,1.568,6152,
Kepler-168 c,13.193242,0.0220797,0.109272,,,1.107,6282,
Kepler-84 f,44.552169,0.0165098,0.245953,,,1.169,6031,
Kepler-874 b,40.0686727,0.0499388,0.235841,1072,1.09,1.13,6020,0.03
Kepler-987 b,105.3033148,0.0318486,0.432008,936,0.97,0.91,5637,0.01
Kepler-529 b,1.98035766,0.0136995,0.0315668,787,1.07,1.14,6087,-0.1
HD 89307 b,2166,1.79148,3.26609,32.3625,0.989,1.15051,5897.77,-0.159213
Kepler-1039 b,0.93488424,0.0107116,0.0172977,324,0.79,0.74,4870,0.01
Kepler-1112 b,14.36267939,0.0271261,0.127487,1734,1.34,1.54,6496,0.04
HD 163607 c,1314,2.2924,2.41789,68.9998,1.09,1.69594,5543,0.21
Kepler-960 b,3.12686223,0.0173469,0.0383568,298,0.77,0.72,4755,0.02
WASP-49 b,2.7817387,0.378231,0.0378972,170,0.938,0.976,5600,-0.23
Kepler-288 b,6.097326,0.0123736,0.065318,,,1.091,5918,
Kepler-37 c,21.301886,0.0107897,0.139784,66,0.803,0.77,5417,-0.32
Kepler-1314 b,5.42474928,0.0867729,0.0509616,462,0.6,0.59,4188,-0.22
Kepler-55 b,27.9481449,0.0188372,0.153688,,0.62,0.58,4362,
Kepler-1504 b,82.304003,0.0158698,0.350774,1029,0.85,0.81,5393,-0.17
HD 4313 b,356,2.17173,1.13327,136.986,1.53,4.11574,4966,0.05
Kepler-1197 b,2.03231845,0.00648186,0.0289045,505,0.78,0.72,4708,0.06
HR 8799 b,164253,7,67.4293,39.4,1.516,1.44,7193,-0.47
Kepler-774 b,11.0895723,0.0300338,0.113114,1190,1.57,2.42,6403,0.04
Kepler-1173 b,0.7698536,0.00189081,0.0156331,402,0.86,0.82,5252,0
HD 2638 b,3.4442,0.477325,0.0435743,49.9251,0.93,1.1428,5192,0.16
Kepler-272 b,2.971353,0.0100631,0.0404491,,,0.929,5297,
Kepler-231 b,10.065275,0.0127755,0.0912341,,,0.49,3767,
Kepler-512 b,34.43587975,0.0220818,0.218278,531,1.17,1.3,5997,0.22
Kepler-747 b,35.61760587,0.0923502,0.198299,855,0.82,0.78,5096,-0.03
Kepler-827 b,51.92927591,0.105771,0.265894,1352,0.93,0.91,5602,-0.06
Kepler-1057 b,14.08827448,0.0340314,0.116763,1462,1.07,1.1,5987,0.01
HD 168443 b,58.11247,7.69745,0.29385,37.4252,0.995,1.58859,5491,0.04
